Test Name,Test ID,Algorithm Name,Degree,timeIntervalSizeSec,segmentSizeSec,Tmin Factor,numberOfPointsPerSegment,initialNumberOfPoints,Number of Points,runTimeSec,runTimeMicro,numberOfIterations,avgTimeMicro,minTimeMicro,TCA Distance,TCA Time,TOLd,TOLt
CALSPHERE 1             _CALSPHERE 2             ,1,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.009894999999999999282240814580,9895.000000000000000000000000000000,1,9895.000000000000000000000000000000,9895.000000000000000000000000000000,115.380849881027600645211350638419,813541.425463170395232737064361572266,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _LCS 1                   ,2,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.010009000000000000535349542474,10009.000000000000000000000000000000,1,10009.000000000000000000000000000000,10009.000000000000000000000000000000,1781.725710984185752749908715486526,954118.973615251481533050537109375000,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _TEMPSAT 1               ,3,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.010052000000000000171085368095,10052.000000000000000000000000000000,1,10052.000000000000000000000000000000,10052.000000000000000000000000000000,118.585812233475976995578093919903,81124.049287789821391925215721130371,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _CALSPHERE 4A            ,4,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.010096000000000000806910094298,10096.000000000000000000000000000000,1,10096.000000000000000000000000000000,10096.000000000000000000000000000000,117.995522137847274279920384287834,837221.084983510663732886314392089844,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _OPS 5712 (P/L 160)      ,5,ANCAS,15,1209600.000000000000000000000000000000,2963.616450553603499429300427436829,0.500000000000000000000000000000,16,6121,6118,0.010769000000000000794031507212,10769.000000000000000000000000000000,1,10769.000000000000000000000000000000,10769.000000000000000000000000000000,285.451857306703971062233904376626,258797.824184348690323531627655029297,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _LES-5                   ,6,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.012260999999999999329758360034,12261.000000000000000000000000000000,1,12261.000000000000000000000000000000,12261.000000000000000000000000000000,32323.878031161650142166763544082642,604617.668535169563256204128265380859,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _SURCAL 159              ,7,ANCAS,15,1209600.000000000000000000000000000000,3087.556734471434992883587256073952,0.500000000000000000000000000000,16,5866,5863,0.010295000000000000331401572851,10295.000000000000000000000000000000,1,10295.000000000000000000000000000000,10295.000000000000000000000000000000,113.407893442064363398458226583898,278877.426693287678062915802001953125,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _OPS 5712 (P/L 153)      ,8,ANCAS,15,1209600.000000000000000000000000000000,3093.314389035855128895491361618042,0.500000000000000000000000000000,16,5866,5863,0.010347000000000000294320123828,10347.000000000000000000000000000000,1,10347.000000000000000000000000000000,10347.000000000000000000000000000000,96.371598145250331413080857601017,828064.459727318608202040195465087891,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _SURCAL 150B             ,9,ANCAS,15,1209600.000000000000000000000000000000,2924.244875748736831155838444828987,0.500000000000000000000000000000,16,6196,6193,0.010932000000000000744515560314,10932.000000000000000000000000000000,1,10932.000000000000000000000000000000,10932.000000000000000000000000000000,339.696230371003991876932559534907,138824.956916229828493669629096984863,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _OPS 3811 (DSP 2)        ,10,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.012130000000000000157096557984,12130.000000000000000000000000000000,1,12130.000000000000000000000000000000,12130.000000000000000000000000000000,35360.025681353821710217744112014771,22657.810127250166260637342929840088,0.000000000000000000000000000000,0.000000000000000000000000000000
