Test Name,Test ID,Algorithm Name,Degree,timeIntervalSizeSec,segmentSizeSec,Tmin Factor,numberOfPointsPerSegment,initialNumberOfPoints,Number of Points,runTimeSec,runTimeMicro,numberOfIterations,avgTimeMicro,minTimeMicro,TCA Distance,TCA Time,TOLd,TOLt
STARLINK-30375          _STARLINK-30835          ,2217,CATCH_Eigen,15,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,16,100966,100966,0.354225000000000012079226507922,354225.000000000000000000000000000000,10,340196.700000000011641532182693481445,333871.000000000000000000000000000000,7500.035484627943333180155605077744,2417046.605424990877509117126464843750,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _STARLINK-30792          ,2218,CATCH_Eigen,15,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,16,100966,100966,0.387849999999999972555286831266,387850.000000000000000000000000000000,10,341365.799999999988358467817306518555,334562.000000000000000000000000000000,9678.557066850071350927464663982391,2417141.072130738757550716400146484375,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _STARLINK-30836          ,2219,CATCH_Eigen,15,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,16,100966,100966,0.336857999999999990770049862476,336858.000000000000000000000000000000,10,335871.000000000000000000000000000000,333689.000000000000000000000000000000,10697.413622578391368733718991279602,2417319.140589687041938304901123046875,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _STARLINK-30855          ,2220,CATCH_Eigen,15,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,16,100966,100966,0.341864999999999974455988649424,341865.000000000000000000000000000000,10,337350.299999999988358467817306518555,334988.000000000000000000000000000000,13416.391482663508213590830564498901,2778.683343409738881746307015419006,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _STARLINK-30840          ,2221,CATCH_Eigen,15,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,16,100966,100966,0.357569999999999998951949464754,357570.000000000000000000000000000000,10,338796.599999999976716935634613037109,334812.000000000000000000000000000000,12958.807396599926505587063729763031,2918.632129000482564151752740144730,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _STARLINK-30875          ,2222,CATCH_Eigen,15,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,16,100966,100966,0.335793999999999981387333036764,335794.000000000000000000000000000000,10,340681.700000000011641532182693481445,335117.000000000000000000000000000000,2004.150038774954964537755586206913,2413608.077892942354083061218261718750,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _STARLINK-30865          ,2223,CATCH_Eigen,15,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,16,100966,100966,0.353063000000000015710099887656,353063.000000000000000000000000000000,10,337840.200000000011641532182693481445,334417.000000000000000000000000000000,4474.388034321874329179991036653519,3851.224873451541952817933633923531,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _STARLINK-30874          ,2224,CATCH_Eigen,15,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,16,100966,100966,0.356350999999999973333331126923,356351.000000000000000000000000000000,10,338133.900000000023283064365386962891,334266.000000000000000000000000000000,12057.448918464013331686146557331085,2417436.055181975010782480239868164062,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _STARLINK-30871          ,2225,CATCH_Eigen,15,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,16,100966,100966,0.341374999999999984012788445398,341375.000000000000000000000000000000,10,336758.200000000011641532182693481445,334505.000000000000000000000000000000,13035.109230595378903672099113464355,2417541.661812907550483942031860351562,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _STARLINK-30861          ,2226,CATCH_Eigen,15,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,16,100966,100966,0.339048999999999989274357403701,339049.000000000000000000000000000000,10,336435.799999999988358467817306518555,334259.000000000000000000000000000000,8770.190502465169629431329667568207,2574.997355190152120485436171293259,0.000000000000000000000000000000,0.000000000000000000000000000000
