Test ID,Test Name,Algorithm Name,numberOfPointsPerSegment,Catch Polynomial Degree,Time Interval[Sec],Segment Size[Sec],Tmin Factor,Number Of Input Points,Number Of Iterations,TOLd[Km],TOLt[Sec],Run Time[Sec],Run Time[Micro],Avg Run Time[Micro],Min Run Time[Micro],TCA Distance[Km],TCA[Sec],Real TCA Distance[Km],Real TCA[Sec],Error Time[Sec],Error Distance[Km],Number of Points Used
1,STARLINK-30375          _SURCAL 150B             ,CATCH,16,15,2419200.000000000000000000000000000000,716.764153416276371899584773927927,8,50626,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.187096000000000012297718399168,187096.000000000000000000000000000000,169817.200000000011641532182693481445,167757.000000000000000000000000000000,26.163725645949302389681179192849,969048.729183412273414433002471923828,26.161069819626920462951602530666,969048.642345219617709517478942871094,0.086838192655704915523529052734,0.002655826322381926729576662183,50626
2,STARLINK-30375          _USA 119                 ,CATCH,16,15,2419200.000000000000000000000000000000,718.773700190105500951176509261131,8,50476,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.199421999999999988162358022237,199422.000000000000000000000000000000,174257.100000000005820766091346740723,170573.000000000000000000000000000000,58.562910732519455336841929238290,1716001.539115309948101639747619628906,58.562881873104316809985903091729,1716001.559193754335865378379821777344,0.020078444387763738632202148438,0.000028859415138526856026146561,50476
3,STARLINK-30375          _SWAS                    ,CATCH,16,15,2419200.000000000000000000000000000000,717.762194048456535711011383682489,8,50551,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.198060000000000013820056210534,198060.000000000000000000000000000000,172008.799999999988358467817306518555,168295.000000000000000000000000000000,12335.939040272760394145734608173370,2417319.202251710928976535797119140625,12335.939036648718683863990008831024,2417319.152387475594878196716308593750,0.049864235334098339080810546875,0.000003624041710281744599342346,50551
4,STARLINK-30375          _PROBA-1                 ,CATCH,16,15,2419200.000000000000000000000000000000,717.921849808712067897431552410126,8,50536,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.197045999999999998930633182681,197046.000000000000000000000000000000,176468.000000000000000000000000000000,168919.000000000000000000000000000000,4454.512058937870278896298259496689,1960828.169759056763723492622375488281,4454.511631798565758799668401479721,1960828.030223086010664701461791992188,0.139535970753058791160583496094,0.000427139304520096629858016968,50536
5,STARLINK-30375          _SORCE                   ,CATCH,16,15,2419200.000000000000000000000000000000,718.773700190105500951176509261131,8,50476,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.183676000000000005929479129918,183676.000000000000000000000000000000,171193.899999999994179233908653259277,169037.000000000000000000000000000000,20.024618793155671170325149432756,44426.209246423524746205657720565796,20.024559044441986088713747449219,44426.196227602929866407066583633423,0.013018820594879798591136932373,0.000059748713685081611401983537,50476
6,STARLINK-30375          _SHIJIAN-6 01B (SJ-6 01B),CATCH,16,15,2419200.000000000000000000000000000000,718.773700190105500951176509261131,8,50476,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.182222999999999996090238596480,182223.000000000000000000000000000000,168912.100000000005820766091346740723,166508.000000000000000000000000000000,3925.820193368637774256058037281036,1756482.828976534307003021240234375000,3925.820176488790366420289501547813,1756482.803405127953737974166870117188,0.025571406353265047073364257812,0.000016879847407835768535733223,50476
7,STARLINK-30375          _JB-3 3 (ZY 2C)          ,CATCH,16,15,2419200.000000000000000000000000000000,713.241677062510802898032125085592,8,50866,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.198702999999999990743404509885,198703.000000000000000000000000000000,173547.299999999988358467817306518555,169839.000000000000000000000000000000,27.280054470592084214786154916510,1155396.786565798334777355194091796875,27.267855770259505021613222197630,1155396.860224158037453889846801757812,0.073658359702676534652709960938,0.012198700332579193172932718880,50866
8,STARLINK-30375          _HELIOS 2A               ,CATCH,16,15,2419200.000000000000000000000000000000,718.773700190105500951176509261131,8,50476,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.187970999999999999197086708591,187971.000000000000000000000000000000,171477.799999999988358467817306518555,168827.000000000000000000000000000000,11.285361769506859985767732723616,1043625.839727916521951556205749511719,11.237631469863751831894660426769,1043625.757331591797992587089538574219,0.082396324723958969116210937500,0.047730299643108153873072296847,50476
9,STARLINK-30375          _REIMEI (INDEX)          ,CATCH,16,15,2419200.000000000000000000000000000000,718.207182502749333252722863107920,8,50521,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.197387000000000006894040893712,197387.000000000000000000000000000000,173179.200000000011641532182693481445,169509.000000000000000000000000000000,4528.224694990421085094567388296127,696948.240004724706523120403289794922,4528.224694972968791262246668338776,696948.239112718729302287101745605469,0.000892005977220833301544189453,0.000000017452293832320719957352,50521
10,STARLINK-30375          _SHIJIAN-6 02B (SJ-6 02B),CATCH,16,15,2419200.000000000000000000000000000000,718.773700190105500951176509261131,8,50476,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.198037999999999991818100397722,198038.000000000000000000000000000000,171877.600000000005820766091346740723,168148.000000000000000000000000000000,15.493364219620934463250705448445,306267.576990018773358315229415893555,14.560677079312341675176867283881,306267.044077628990635275840759277344,0.532912389782723039388656616211,0.932687140308592788073838164564,50476
