Test ID,Test Name,Algorithm Name,numberOfPointsPerSegment,Catch Polynomial Degree,Time Interval[Sec],Segment Size[Sec],Tmin Factor,Number Of Input Points,Number Of Iterations,TOLd[Km],TOLt[Sec],Run Time[Sec],Run Time[Micro],Avg Run Time[Micro],Min Run Time[Micro],TCA Distance[Km],TCA[Sec],Real TCA Distance[Km],Real TCA[Sec],Error Time[Sec],Error Distance[Km],Number of Points Used
1,STARLINK-30375          _SURCAL 150B             ,ANCAS,16,15,2419200.000000000000000000000000000000,716.764153416276371899584773927927,8,50626,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.071601999999999998980371174184,71602.000000000000000000000000000000,56155.199999999997089616954326629639,53282.000000000000000000000000000000,26.161058898290630025940117775463,969048.642557339509949088096618652344,26.161069819621001641962720896117,969048.642345220083370804786682128906,0.000212119426578283309936523438,0.000010921330371616022603120655,50623
2,STARLINK-30375          _USA 119                 ,ANCAS,16,15,2419200.000000000000000000000000000000,718.773700190105500951176509261131,8,50476,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.077362000000000000210498285469,77362.000000000000000000000000000000,57168.800000000002910383045673370361,54876.000000000000000000000000000000,58.562899726352966922604537103325,1716001.556705839233472943305969238281,58.562881873104316809985903091729,1716001.559193754335865378379821777344,0.002487915102392435073852539062,0.000017853248650112618634011596,50473
3,STARLINK-30375          _SWAS                    ,ANCAS,16,15,2419200.000000000000000000000000000000,717.762194048456535711011383682489,8,50551,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.080005000000000006665779039849,80005.000000000000000000000000000000,55622.599999999998544808477163314819,52861.000000000000000000000000000000,12335.940441434628155548125505447388,2417319.147796591743826866149902343750,12335.939036648991532274521887302399,2417319.152527477126568555831909179688,0.004730885382741689682006835938,0.001404785636623273603618144989,50548
4,STARLINK-30375          _PROBA-1                 ,ANCAS,16,15,2419200.000000000000000000000000000000,717.921849808712067897431552410126,8,50536,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.077646000000000006679989894565,77646.000000000000000000000000000000,55857.699999999997089616954326629639,53366.000000000000000000000000000000,4454.512107296383874199818819761276,1960828.030278905294835567474365234375,4454.511631798727648856583982706070,1960828.030083085177466273307800292969,0.000195820117369294166564941406,0.000475497656225343234837055206,50533
5,STARLINK-30375          _SORCE                   ,ANCAS,16,15,2419200.000000000000000000000000000000,718.773700190105500951176509261131,8,50476,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.083174999999999998934185896360,83175.000000000000000000000000000000,56334.099999999998544808477163314819,53282.000000000000000000000000000000,20.024547090426882078872949932702,44426.196071890328312292695045471191,20.024559044402408858331909868866,44426.196237603013287298381328582764,0.000165712684975005686283111572,0.000011953975526779458959936164,50473
6,STARLINK-30375          _SHIJIAN-6 01B (SJ-6 01B),ANCAS,16,15,2419200.000000000000000000000000000000,718.773700190105500951176509261131,8,50476,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.079990000000000005542233338929,79990.000000000000000000000000000000,56095.400000000001455191522836685181,53050.000000000000000000000000000000,3925.819794454068414779612794518471,1756482.803412146866321563720703125000,3925.820176488790366420289501547813,1756482.803405127720907330513000488281,0.000007019145414233207702636719,0.000382034721951640676707029343,50473
7,STARLINK-30375          _JB-3 3 (ZY 2C)          ,ANCAS,16,15,2419200.000000000000000000000000000000,713.241677062510802898032125085592,8,50866,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.078959000000000001406874616805,78959.000000000000000000000000000000,60144.900000000001455191522836685181,53515.000000000000000000000000000000,27.267868671152481141461976221763,1155396.860204286873340606689453125000,27.267855770344510801805881783366,1155396.860214520711451768875122070312,0.000010233838111162185668945312,0.000012900807970339656094438396,50863
8,STARLINK-30375          _HELIOS 2A               ,ANCAS,16,15,2419200.000000000000000000000000000000,718.773700190105500951176509261131,8,50476,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.082813999999999998724575789311,82814.000000000000000000000000000000,55878.699999999997089616954326629639,52823.000000000000000000000000000000,11.237638931037441381022290443070,1043625.757423885632306337356567382812,11.237631470692655000220838701352,1043625.757331592263653874397277832031,0.000092293368652462959289550781,0.000007460344786380801451741718,50473
9,STARLINK-30375          _REIMEI (INDEX)          ,ANCAS,16,15,2419200.000000000000000000000000000000,718.207182502749333252722863107920,8,50521,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.072760000000000005226929999935,72760.000000000000000000000000000000,56387.300000000002910383045673370361,53498.000000000000000000000000000000,4528.224696847890299977734684944153,696948.239151151850819587707519531250,4528.275769022558051801752299070358,694073.308393660350702702999114990234,2874.930757491500116884708404541016,0.051072174667751824017614126205,50518
10,STARLINK-30375          _SHIJIAN-6 02B (SJ-6 02B),ANCAS,16,15,2419200.000000000000000000000000000000,718.773700190105500951176509261131,8,50476,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.071474999999999996869171070557,71475.000000000000000000000000000000,55688.300000000002910383045673370361,52781.000000000000000000000000000000,14.560678937413738864847800869029,306267.044091854768339544534683227539,14.560677079419633628276642411947,306267.044087649206630885601043701172,0.000004205561708658933639526367,0.000001857994105236571158457082,50473
