Test ID,Test Name,Algorithm Name,numberOfPointsPerSegment,Catch Polynomial Degree,Time Interval[Sec],Segment Size[Sec],Tmin Factor,Number Of Input Points,Number Of Iterations,TOLd[Km],TOLt[Sec],Run Time[Sec],Run Time[Micro],Avg Run Time[Micro],Min Run Time[Micro],TCA Distance[Km],TCA[Sec],Real TCA Distance[Km],Real TCA[Sec],Error Time[Sec],Error Distance[Km],Number of Points Used
1,STARLINK-30375          _SURCAL 150B             ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,716.764153416276371899584773927927,8,23626,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.051906000000000000749178497017,51906.000000000000000000000000000000,39173.400000000001455191522836685181,35819.000000000000000000000000000000,26.161069820867624002858065068722,969048.642343273735605180263519287109,26.161069819626920462951602530666,969048.642345219617709517478942871094,0.000001945882104337215423583984,0.000000001240703539906462538056,31162
2,STARLINK-30375          _USA 119                 ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,718.773700190105500951176509261131,8,23556,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.033417000000000002257749542878,33417.000000000000000000000000000000,33177.900000000001455191522836685181,33107.000000000000000000000000000000,58.562882336936134208826842950657,1716001.556708506541326642036437988281,58.562881873104316809985903091729,1716001.559193754335865378379821777344,0.002485247794538736343383789062,0.000000463831817398840939858928,28428
3,STARLINK-30375          _SWAS                    ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,717.762194048456535711011383682489,8,23591,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.051612999999999999156674590495,51613.000000000000000000000000000000,41277.300000000002910383045673370361,35100.000000000000000000000000000000,12335.939036683676022221334278583527,2417319.147842212580144405364990234375,12335.939036648991532274521887302399,2417319.152527477126568555831909179688,0.004685264546424150466918945312,0.000000034684489946812391281128,30808
4,STARLINK-30375          _PROBA-1                 ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,717.921849808712067897431552410126,8,23584,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.035748000000000001996625087486,35748.000000000000000000000000000000,35503.900000000001455191522836685181,35400.000000000000000000000000000000,4454.511631799386123020667582750320,1960828.030317858327180147171020507812,4454.511631798727648856583982706070,1960828.030083085177466273307800292969,0.000234773149713873863220214844,0.000000000658474164083600044250,30847
5,STARLINK-30375          _SORCE                   ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,718.773700190105500951176509261131,8,23556,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.051832999999999997131627793578,51833.000000000000000000000000000000,38965.400000000001455191522836685181,35463.000000000000000000000000000000,20.024559044316625033843592973426,44426.196226925851078703999519348145,20.024559044403737573247781256214,44426.196222074831894133239984512329,0.000004851019184570759534835815,0.000000000087112539404188282788,30836
6,STARLINK-30375          _SHIJIAN-6 01B (SJ-6 01B),SBO ANCAS,8,7,2419200.000000000000000000000000000000,718.773700190105500951176509261131,8,23556,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.035429000000000002157385381452,35429.000000000000000000000000000000,35155.000000000000000000000000000000,35082.000000000000000000000000000000,3925.820176489122786733787506818771,1756482.803429899271577596664428710938,3925.820176488790366420289501547813,1756482.803405127720907330513000488281,0.000024771550670266151428222656,0.000000000332420313498005270958,30681
7,STARLINK-30375          _JB-3 3 (ZY 2C)          ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,713.241677062510802898032125085592,8,23738,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.057248000000000000275779399317,57248.000000000000000000000000000000,38461.800000000002910383045673370361,35560.000000000000000000000000000000,27.267855770257124703448425862007,1155396.860218933084979653358459472656,27.267855770299448181503976229578,1155396.860214161686599254608154296875,0.000004771398380398750305175781,0.000000000042323478055550367571,31032
8,STARLINK-30375          _HELIOS 2A               ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,718.773700190105500951176509261131,8,23556,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.035508999999999998897770581152,35509.000000000000000000000000000000,35236.400000000001455191522836685181,35165.000000000000000000000000000000,11.237631470455939464159200724680,1043625.757329646032303571701049804688,11.237631469863751831894660426769,1043625.757331591797992587089538574219,0.000001945765689015388488769531,0.000000000592187632264540297911,30840
9,STARLINK-30375          _REIMEI (INDEX)          ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,718.207182502749333252722863107920,8,23577,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.057047000000000000485833595576,57047.000000000000000000000000000000,37790.699999999997089616954326629639,35463.000000000000000000000000000000,4528.224694973145233234390616416931,696948.239150772569701075553894042969,4528.275769022558051801752299070358,694073.308393660350702702999114990234,2874.930757112218998372554779052734,0.051074049412818567361682653427,30812
10,STARLINK-30375          _SHIJIAN-6 02B (SJ-6 02B),SBO ANCAS,8,7,2419200.000000000000000000000000000000,718.773700190105500951176509261131,8,23556,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.035458999999999997465582879386,35459.000000000000000000000000000000,35146.400000000001455191522836685181,35079.000000000000000000000000000000,14.560677079854491111632341926452,306267.044084041554015129804611206055,14.560677079312341675176867283881,306267.044077628990635275840759277344,0.000006412563379853963851928711,0.000000000542149436455474642571,30778
