Test ID,Test Name,Algorithm Name,numberOfPointsPerSegment,Catch Polynomial Degree,Time Interval[Sec],Segment Size[Sec],Tmin Factor,Number Of Input Points,Number Of Iterations,TOLd[Km],TOLt[Sec],Run Time[Sec],Run Time[Micro],Avg Run Time[Micro],Min Run Time[Micro],TCA Distance[Km],TCA[Sec],Real TCA Distance[Km],Real TCA[Sec],Error Time[Sec],Error Distance[Km],Number of Points Used
72,STARLINK-30375          _SURCAL 150B             ,SBO ANCAS,16,15,2419200.000000000000000000000000000000,358.382076708138185949792386963964,16,101251,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.134042999999999995486277271084,134043.000000000000000000000000000000,116450.399999999994179233908653259277,114455.000000000000000000000000000000,26.161069822058383493867950164713,969048.642343274550512433052062988281,26.161069819629169330710283247754,969048.642345219501294195652008056641,0.000001944950781762599945068359,0.000000002429214163157666916959,107603
73,STARLINK-30375          _USA 119                 ,SBO ANCAS,16,15,2419200.000000000000000000000000000000,359.386850095052750475588254630566,16,100966,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.124911999999999995258903595641,124912.000000000000000000000000000000,115499.100000000005820766091346740723,114401.000000000000000000000000000000,58.562882337104746000022714724764,1716001.556708506308495998382568359375,58.562881873438350055494083790109,1716001.559193754103034734725952148438,0.002485247794538736343383789062,0.000000463666395944528630934656,104924
74,STARLINK-30375          _SWAS                    ,SBO ANCAS,16,15,2419200.000000000000000000000000000000,358.881097024228267855505691841245,16,101101,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.135311999999999987842613791145,135312.000000000000000000000000000000,115986.199999999997089616954326629639,113713.000000000000000000000000000000,12335.939036683676022221334278583527,2417319.147842212580144405364990234375,12335.939036648991532274521887302399,2417319.152527477126568555831909179688,0.004685264546424150466918945312,0.000000034684489946812391281128,107493
75,STARLINK-30375          _PROBA-1                 ,SBO ANCAS,16,15,2419200.000000000000000000000000000000,358.960924904356033948715776205063,16,101086,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.134256999999999987460697070674,134257.000000000000000000000000000000,116805.500000000000000000000000000000,114816.000000000000000000000000000000,4454.511631800725808716379106044769,1960828.030317857861518859863281250000,4454.511631797973677748814225196838,1960828.030272272881120443344116210938,0.000045584980398416519165039062,0.000000002752130967564880847931,107477
76,STARLINK-30375          _SORCE                   ,SBO ANCAS,16,15,2419200.000000000000000000000000000000,359.386850095052750475588254630566,16,100966,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.135200999999999987855048289020,135201.000000000000000000000000000000,116469.399999999994179233908653259277,114320.000000000000000000000000000000,20.024559044520874095951512572356,44426.196226924948859959840774536133,20.024559044372264082767287618481,44426.196217601740499958395957946777,0.000009323208360001444816589355,0.000000000148610013184224953875,107260
77,STARLINK-30375          _SHIJIAN-6 01B (SJ-6 01B),SBO ANCAS,16,15,2419200.000000000000000000000000000000,359.386850095052750475588254630566,16,100966,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.118398000000000003240074875066,118398.000000000000000000000000000000,115118.500000000000000000000000000000,114667.000000000000000000000000000000,3925.820176489026835042750462889671,1756482.803429825231432914733886718750,3925.820176488790366420289501547813,1756482.803405127720907330513000488281,0.000024697510525584220886230469,0.000000000236468622460961341858,107707
78,STARLINK-30375          _JB-3 3 (ZY 2C)          ,SBO ANCAS,16,15,2419200.000000000000000000000000000000,356.620838531255401449016062542796,16,101746,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.135232999999999992102317492026,135233.000000000000000000000000000000,117160.699999999997089616954326629639,115068.000000000000000000000000000000,27.267855770253785152590353391133,1155396.860218933317810297012329101562,27.267855770298691453490391722880,1155396.860214161919429898262023925781,0.000004771398380398750305175781,0.000000000044906300900038331747,108192
79,STARLINK-30375          _HELIOS 2A               ,SBO ANCAS,16,15,2419200.000000000000000000000000000000,359.386850095052750475588254630566,16,100966,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.134165000000000006474820679614,134165.000000000000000000000000000000,115663.399999999994179233908653259277,113527.000000000000000000000000000000,11.237631470455939464159200724680,1043625.757329646032303571701049804688,11.237631470692655000220838701352,1043625.757331592147238552570343017578,0.000001946114934980869293212891,0.000000000236715536061637976673,107306
80,STARLINK-30375          _REIMEI (INDEX)          ,SBO ANCAS,16,15,2419200.000000000000000000000000000000,359.103591251374666626361431553960,16,101041,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.119687000000000001720401598959,119687.000000000000000000000000000000,115583.199999999997089616954326629639,115045.000000000000000000000000000000,4528.224694973147052223794162273407,696948.239150772686116397380828857422,4528.224694972968791262246668338776,696948.239112718845717608928680419922,0.000038053840398788452148437500,0.000000000178260961547493934631,107455
81,STARLINK-30375          _SHIJIAN-6 02B (SJ-6 02B),SBO ANCAS,16,15,2419200.000000000000000000000000000000,359.386850095052750475588254630566,16,100966,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.120719999999999993978150314433,120720.000000000000000000000000000000,114406.899999999994179233908653259277,113635.000000000000000000000000000000,14.560677079854491111632341926452,306267.044084041554015129804611206055,14.560677079312341675176867283881,306267.044077628990635275840759277344,0.000006412563379853963851928711,0.000000000542149436455474642571,107412
