Test ID,Test Name,Algorithm Name,numberOfPointsPerSegment,Catch Polynomial Degree,Time Interval[Sec],Segment Size[Sec],Tmin Factor,Number Of Input Points,Number Of Iterations,TOLd[Km],TOLt[Sec],Run Time[Sec],Run Time[Micro],Avg Run Time[Micro],Min Run Time[Micro],TCA Distance[Km],TCA[Sec],Real TCA Distance[Km],Real TCA[Sec],Error Time[Sec],Error Distance[Km],Number of Points Used
1,STARLINK-30375          _SURCAL 150B             ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,358.382076708138185949792386963964,16,47251,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.086135000000000003228528555610,86135.000000000000000000000000000000,62233.900000000001455191522836685181,59546.000000000000000000000000000000,26.161069820867624002858065068722,969048.642343273735605180263519287109,26.161069819629169330710283247754,969048.642345219501294195652008056641,0.000001945765689015388488769531,0.000000001238454672147781820968,54044
2,STARLINK-30375          _USA 119                 ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,16,47118,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.082049999999999997934985174197,82050.000000000000000000000000000000,60645.800000000002910383045673370361,57821.000000000000000000000000000000,58.562882335755141127719980431721,1716001.556708508171141147613525390625,58.562881874095609191499534063041,1716001.559193757129833102226257324219,0.002485248958691954612731933594,0.000000461659531936220446368679,51484
3,STARLINK-30375          _SWAS                    ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,358.881097024228267855505691841245,16,47181,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.078560000000000004827249711070,78560.000000000000000000000000000000,61811.900000000001455191522836685181,58966.000000000000000000000000000000,12335.939036684800157672725617885590,2417319.147841989062726497650146484375,12335.939036648991532274521887302399,2417319.152527477126568555831909179688,0.004685488063842058181762695312,0.000000035808625398203730583191,53856
4,STARLINK-30375          _PROBA-1                 ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,358.960924904356033948715776205063,16,47174,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.073677000000000006374456518188,73677.000000000000000000000000000000,60905.800000000002910383045673370361,59433.000000000000000000000000000000,4454.511631799384304031264036893845,1960828.030317860189825296401977539062,4454.511631798727648856583982706070,1960828.030083085177466273307800292969,0.000234775012359023094177246094,0.000000000656655174680054187775,53849
5,STARLINK-30375          _SORCE                   ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,16,47118,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.083778000000000005242917211490,83778.000000000000000000000000000000,61668.199999999997089616954326629639,59164.000000000000000000000000000000,20.024559044321311063185930834152,44426.196226928506803233176469802856,20.024559044351867953537293942645,44426.196217603130207862704992294312,0.000009325376595370471477508545,0.000000000030556890351363108493,53655
6,STARLINK-30375          _SHIJIAN-6 01B (SJ-6 01B),SBO ANCAS,8,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,16,47118,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.083511000000000001897149104479,83511.000000000000000000000000000000,61110.599999999998544808477163314819,58555.000000000000000000000000000000,3925.820176489122786733787506818771,1756482.803429899271577596664428710938,3925.820176488790366420289501547813,1756482.803405127720907330513000488281,0.000024771550670266151428222656,0.000000000332420313498005270958,53389
7,STARLINK-30375          _JB-3 3 (ZY 2C)          ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,356.620838531255401449016062542796,16,47482,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.072461999999999998633981590501,72462.000000000000000000000000000000,60790.900000000001455191522836685181,59442.000000000000000000000000000000,27.267855770257124703448425862007,1155396.860218933084979653358459472656,27.267855770298691453490391722880,1155396.860214161919429898262023925781,0.000004771165549755096435546875,0.000000000041566750041965860873,54073
8,STARLINK-30375          _HELIOS 2A               ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,16,47118,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.084626000000000006773248628633,84626.000000000000000000000000000000,61438.900000000001455191522836685181,58823.000000000000000000000000000000,11.237631470454495286048768321052,1043625.757329646265134215354919433594,11.237631469863751831894660426769,1043625.757331591914407908916473388672,0.000001945649273693561553955078,0.000000000590743454154107894283,53756
9,STARLINK-30375          _REIMEI (INDEX)          ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,359.103591251374666626361431553960,16,47153,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.090068999999999996286526027234,90069.000000000000000000000000000000,62637.300000000002910383045673370361,59504.000000000000000000000000000000,4528.224694973226178262848407030106,696948.239151485380716621875762939453,4528.224694972968791262246668338776,696948.239112718729302287101745605469,0.000038766651414334774017333984,0.000000000257387000601738691330,53768
10,STARLINK-30375          _SHIJIAN-6 02B (SJ-6 02B),SBO ANCAS,8,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,16,47118,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.083486000000000004650502205550,83486.000000000000000000000000000000,61749.099999999998544808477163314819,58719.000000000000000000000000000000,14.560677079745637740870733978227,306267.044084053020924329757690429688,14.560677079480758067120405030437,306267.044087642629165202379226684570,0.000003589608240872621536254883,0.000000000264879673750328947790,53701
11,STARLINK-30375          _CUTE-1.7+APD II (CO-65) ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,16,47118,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.094563999999999995282884412973,94564.000000000000000000000000000000,63673.400000000001455191522836685181,58989.000000000000000000000000000000,4776.368215957525535486638545989990,2417685.050653017591685056686401367188,4778.921576838100918394047766923904,2417696.012619529850780963897705078125,10.961966512259095907211303710938,2.553360880575382907409220933914,53648
12,STARLINK-30375          _CANX-2                  ,SBO ANCAS,8,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,16,47118,10,0.000000010000000000000000209226,0.000100000000000000004792173602,0.084699999999999997513100424840,84700.000000000000000000000000000000,61772.900000000001455191522836685181,59174.000000000000000000000000000000,10.501222027733742692134910612367,2138213.005186385009437799453735351562,10.501222028051156343053662567399,2138213.005191613920032978057861328125,0.000005228910595178604125976562,0.000000000317413650918751955032,53750
