Test Name,Test ID,Algorithm Name,Degree,timeIntervalSizeSec,segmentSizeSec,Tmin Factor,numberOfPointsPerSegment,initialNumberOfPoints,Number of Points,runTimeSec,runTimeMicro,numberOfIterations,avgTimeMicro,minTimeMicro,TCA Distance,TCA Time,TOLd,TOLt
STARLINK-30375          _SURCAL 150B             ,1,SBO ANCAS,7,2419200.000000000000000000000000000000,358.382076708138185949792386963964,0.062500000000000000000000000000,8,47251,54044,0.086135000000000003228528555610,86135.000000000000000000000000000000,10,62233.900000000001455191522836685181,59546.000000000000000000000000000000,26.161069820867624002858065068722,969048.642343273735605180263519287109,0.000000010000000000000000209226,0.000100000000000000004792173602
STARLINK-30375          _USA 119                 ,2,SBO ANCAS,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,8,47118,51484,0.082049999999999997934985174197,82050.000000000000000000000000000000,10,60645.800000000002910383045673370361,57821.000000000000000000000000000000,58.562882335755141127719980431721,1716001.556708508171141147613525390625,0.000000010000000000000000209226,0.000100000000000000004792173602
STARLINK-30375          _SWAS                    ,3,SBO ANCAS,7,2419200.000000000000000000000000000000,358.881097024228267855505691841245,0.062500000000000000000000000000,8,47181,53856,0.078560000000000004827249711070,78560.000000000000000000000000000000,10,61811.900000000001455191522836685181,58966.000000000000000000000000000000,12335.939036684800157672725617885590,2417319.147841989062726497650146484375,0.000000010000000000000000209226,0.000100000000000000004792173602
STARLINK-30375          _PROBA-1                 ,4,SBO ANCAS,7,2419200.000000000000000000000000000000,358.960924904356033948715776205063,0.062500000000000000000000000000,8,47174,53849,0.073677000000000006374456518188,73677.000000000000000000000000000000,10,60905.800000000002910383045673370361,59433.000000000000000000000000000000,4454.511631799384304031264036893845,1960828.030317860189825296401977539062,0.000000010000000000000000209226,0.000100000000000000004792173602
STARLINK-30375          _SORCE                   ,5,SBO ANCAS,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,8,47118,53655,0.083778000000000005242917211490,83778.000000000000000000000000000000,10,61668.199999999997089616954326629639,59164.000000000000000000000000000000,20.024559044321311063185930834152,44426.196226928506803233176469802856,0.000000010000000000000000209226,0.000100000000000000004792173602
STARLINK-30375          _SHIJIAN-6 01B (SJ-6 01B),6,SBO ANCAS,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,8,47118,53389,0.083511000000000001897149104479,83511.000000000000000000000000000000,10,61110.599999999998544808477163314819,58555.000000000000000000000000000000,3925.820176489122786733787506818771,1756482.803429899271577596664428710938,0.000000010000000000000000209226,0.000100000000000000004792173602
STARLINK-30375          _JB-3 3 (ZY 2C)          ,7,SBO ANCAS,7,2419200.000000000000000000000000000000,356.620838531255401449016062542796,0.062500000000000000000000000000,8,47482,54073,0.072461999999999998633981590501,72462.000000000000000000000000000000,10,60790.900000000001455191522836685181,59442.000000000000000000000000000000,27.267855770257124703448425862007,1155396.860218933084979653358459472656,0.000000010000000000000000209226,0.000100000000000000004792173602
STARLINK-30375          _HELIOS 2A               ,8,SBO ANCAS,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,8,47118,53756,0.084626000000000006773248628633,84626.000000000000000000000000000000,10,61438.900000000001455191522836685181,58823.000000000000000000000000000000,11.237631470454495286048768321052,1043625.757329646265134215354919433594,0.000000010000000000000000209226,0.000100000000000000004792173602
STARLINK-30375          _REIMEI (INDEX)          ,9,SBO ANCAS,7,2419200.000000000000000000000000000000,359.103591251374666626361431553960,0.062500000000000000000000000000,8,47153,53768,0.090068999999999996286526027234,90069.000000000000000000000000000000,10,62637.300000000002910383045673370361,59504.000000000000000000000000000000,4528.224694973226178262848407030106,696948.239151485380716621875762939453,0.000000010000000000000000209226,0.000100000000000000004792173602
STARLINK-30375          _SHIJIAN-6 02B (SJ-6 02B),10,SBO ANCAS,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,8,47118,53701,0.083486000000000004650502205550,83486.000000000000000000000000000000,10,61749.099999999998544808477163314819,58719.000000000000000000000000000000,14.560677079745637740870733978227,306267.044084053020924329757690429688,0.000000010000000000000000209226,0.000100000000000000004792173602
STARLINK-30375          _CUTE-1.7+APD II (CO-65) ,11,SBO ANCAS,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,8,47118,53648,0.094563999999999995282884412973,94564.000000000000000000000000000000,10,63673.400000000001455191522836685181,58989.000000000000000000000000000000,4776.368215957525535486638545989990,2417685.050653017591685056686401367188,0.000000010000000000000000209226,0.000100000000000000004792173602
STARLINK-30375          _CANX-2                  ,12,SBO ANCAS,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,8,47118,53750,0.084699999999999997513100424840,84700.000000000000000000000000000000,10,61772.900000000001455191522836685181,59174.000000000000000000000000000000,10.501222027733742692134910612367,2138213.005186385009437799453735351562,0.000000010000000000000000209226,0.000100000000000000004792173602
STARLINK-30375          _SHIJIAN-6 03B (SJ-6 03B),13,SBO ANCAS,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,8,47118,53733,0.081142000000000005788258761186,81142.000000000000000000000000000000,10,62116.400000000001455191522836685181,59107.000000000000000000000000000000,3912.658169169777011120459064841270,1969919.996133351232856512069702148438,0.000000010000000000000000209226,0.000100000000000000004792173602
STARLINK-30375          _COSMO-SKYMED 3          ,14,SBO ANCAS,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,8,47118,53767,0.082564999999999999502620084968,82565.000000000000000000000000000000,10,61409.099999999998544808477163314819,59009.000000000000000000000000000000,9.313926562899100147774333890993,922993.632979321642778813838958740234,0.000000010000000000000000209226,0.000100000000000000004792173602
STARLINK-30375          _SPIRALE A               ,15,SBO ANCAS,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,8,47118,50355,0.093997999999999998221866803760,93998.000000000000000000000000000000,10,69189.300000000002910383045673370361,66382.000000000000000000000000000000,677.020605908710649600834585726261,350272.544735546980518847703933715820,0.000000010000000000000000209226,0.000100000000000000004792173602
STARLINK-30375          _SPIRALE B               ,16,SBO ANCAS,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,8,47118,50384,0.090782000000000001582733943906,90782.000000000000000000000000000000,10,69592.699999999997089616954326629639,66662.000000000000000000000000000000,10338.877908839382143924012780189514,2413743.085894533898681402206420898438,0.000000010000000000000000209226,0.000100000000000000004792173602
