Test Name,Test ID,Algorithm Name,Degree,timeIntervalSizeSec,segmentSizeSec,Tmin Factor,numberOfPointsPerSegment,initialNumberOfPoints,Number of Points,runTimeSec,runTimeMicro,numberOfIterations,avgTimeMicro,minTimeMicro,TCA Distance,TCA Time,TOLd,TOLt
STARLINK-30375          _SURCAL 150B             ,1,CATCH_Eigen,7,2419200.000000000000000000000000000000,358.382076708138185949792386963964,0.062500000000000000000000000000,8,47251,47251,0.121289999999999995039523525975,121290.000000000000000000000000000000,10,101172.800000000002910383045673370361,98633.000000000000000000000000000000,26.161069821267240342876903014258,969048.642342812847346067428588867188,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _USA 119                 ,2,CATCH_Eigen,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,8,47118,47118,0.127508000000000010221157253909,127508.000000000000000000000000000000,10,100419.500000000000000000000000000000,97141.000000000000000000000000000000,58.562882347282645412178680999205,1716001.556708469521254301071166992188,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _SWAS                    ,3,CATCH_Eigen,7,2419200.000000000000000000000000000000,358.881097024228267855505691841245,0.062500000000000000000000000000,8,47181,47181,0.127971000000000001417532757841,127971.000000000000000000000000000000,10,101257.300000000002910383045673370361,97926.000000000000000000000000000000,12335.939036693565867608413100242615,2417319.147842430043965578079223632812,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _PROBA-1                 ,4,CATCH_Eigen,7,2419200.000000000000000000000000000000,358.960924904356033948715776205063,0.062500000000000000000000000000,8,47174,47174,0.127745999999999998442135051846,127746.000000000000000000000000000000,10,101448.600000000005820766091346740723,98218.000000000000000000000000000000,4454.511631800773102440871298313141,1960828.030318159377202391624450683594,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _SORCE                   ,5,CATCH_Eigen,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,8,47118,47118,0.127722000000000002195577053499,127722.000000000000000000000000000000,10,101471.500000000000000000000000000000,98258.000000000000000000000000000000,20.024559044049283329513855278492,44426.196226691885385662317276000977,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _SHIJIAN-6 01B (SJ-6 01B),6,CATCH_Eigen,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,8,47118,47118,0.119722999999999996090238596480,119723.000000000000000000000000000000,10,100643.600000000005820766091346740723,98239.000000000000000000000000000000,3925.820176487684420862933620810509,1756482.803429960971698164939880371094,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _JB-3 3 (ZY 2C)          ,7,CATCH_Eigen,7,2419200.000000000000000000000000000000,356.620838531255401449016062542796,0.062500000000000000000000000000,8,47482,47482,0.112445000000000003281819260792,112445.000000000000000000000000000000,10,100330.300000000002910383045673370361,98686.000000000000000000000000000000,27.267855771390500763118325266987,1155396.860218919580802321434020996094,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _HELIOS 2A               ,8,CATCH_Eigen,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,8,47118,47118,0.125404999999999988702370501414,125405.000000000000000000000000000000,10,100587.800000000002910383045673370361,97518.000000000000000000000000000000,11.237631466619388831418291374575,1043625.757329543703235685825347900391,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _REIMEI (INDEX)          ,9,CATCH_Eigen,7,2419200.000000000000000000000000000000,359.103591251374666626361431553960,0.062500000000000000000000000000,8,47153,47153,0.128926000000000012812861882594,128926.000000000000000000000000000000,10,101457.500000000000000000000000000000,98080.000000000000000000000000000000,4528.224694973357145499903708696365,696948.239150402718223631381988525391,0.000000000000000000000000000000,0.000000000000000000000000000000
STARLINK-30375          _SHIJIAN-6 02B (SJ-6 02B),10,CATCH_Eigen,7,2419200.000000000000000000000000000000,359.386850095052750475588254630566,0.062500000000000000000000000000,8,47118,47118,0.126288000000000011358025631125,126288.000000000000000000000000000000,10,104773.000000000000000000000000000000,97612.000000000000000000000000000000,14.560677079536377576118866272736,306267.044084386143367737531661987305,0.000000000000000000000000000000,0.000000000000000000000000000000
